# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:phiphi                 4:TPhi                   5:dens[1]-dens[1]        6:dens[1]-dens[2]        7:dens[1]-dens[3]        8:dens[1]-dens[4]        9:dens[2]-dens[2]       10:dens[2]-dens[3]       11:dens[2]-dens[4]       12:dens[3]-dens[3]       13:dens[3]-dens[4]       14:dens[4]-dens[4]       15:phi-dens[1]           16:phi-dens[2]           17:phi-dens[3]           18:phi-dens[4]           19:lens[1]-lens[1]       20:lens[1]-lens[2]       21:lens[1]-lens[3]       22:lens[1]-lens[4]       23:lens[2]-lens[2]       24:lens[2]-lens[3]       25:lens[2]-lens[4]       26:lens[3]-lens[3]       27:lens[3]-lens[4]       28:lens[4]-lens[4]       29:dens[1]-lens[1]       30:dens[1]-lens[2]       31:dens[1]-lens[3]       32:dens[1]-lens[4]       33:dens[2]-lens[1]       34:dens[2]-lens[2]       35:dens[2]-lens[3]       36:dens[2]-lens[4]       37:dens[3]-lens[1]       38:dens[3]-lens[2]       39:dens[3]-lens[3]       40:dens[3]-lens[4]       41:dens[4]-lens[1]       42:dens[4]-lens[2]       43:dens[4]-lens[3]       44:dens[4]-lens[4]    
  173       6.653648547267e-10       2.368043670049e-12       4.560978711659e-13       2.381686955957e-04      -8.439917235081e-05      -1.063399852407e-04      -1.223363885814e-04       3.188886120068e-05       3.739376688439e-05       4.384065936302e-05       6.632988019124e-05       8.266632548607e-05       1.290923431083e-04       5.276792081879e-09      -1.900503203670e-09      -4.315719892679e-09      -8.369037589733e-09       6.624243522465e-15       1.247269529053e-14       1.452855391307e-14       1.588307508883e-14       3.283223714944e-14       4.455811081352e-14       5.248986222243e-14       7.096092692255e-14       9.282654019690e-14       1.409043007682e-13       1.047296018139e-09       2.726589292381e-09       3.532878620202e-09       4.064060946412e-09      -3.753063117844e-10      -9.685436052016e-10      -1.261559565665e-09      -1.455947916927e-09      -4.375180733151e-10      -1.342110769218e-09      -2.137781471269e-09      -2.788631488230e-09      -4.783961754140e-10      -1.580957076304e-09      -2.796169197116e-09      -4.244337626144e-09 
  174       6.687402836795e-10       2.328591694810e-12       4.498521425961e-13       2.420450055990e-04      -8.520483043038e-05      -1.073666512558e-04      -1.235123707155e-04       3.197677129504e-05       3.749312048224e-05       4.393504378708e-05       6.653628197193e-05       8.296402371840e-05       1.295262748782e-04       5.266297738141e-09      -1.882091346104e-09      -4.281117485332e-09      -8.304674958700e-09       6.484383675024e-15       1.222050071615e-14       1.423698311000e-14       1.556556054287e-14       3.218842797024e-14       4.369024535524e-14       5.147072269698e-14       6.959269368737e-14       9.103854781697e-14       1.381883474621e-13       1.045380681399e-09       2.721716099722e-09       3.526225341572e-09       4.056236646956e-09      -3.719371527262e-10      -9.601830274907e-10      -1.250233440380e-09      -1.442469337357e-09      -4.336627490530e-10      -1.331089951182e-09      -2.120627383606e-09      -2.766355804172e-09      -4.742188064920e-10      -1.568076619825e-09      -2.773817348316e-09      -4.210402084439e-09 
  175       6.720619203261e-10       2.290025275817e-12       4.437262886442e-13       2.459592458635e-04      -8.601178386584e-05      -1.083966217446e-04      -1.246921654781e-04       3.206400667982e-05       3.759071443025e-05       4.402820170085e-05       6.674403479392e-05       8.325974981404e-05       1.299598096559e-04       5.255855940426e-09      -1.863932786993e-09      -4.247021943401e-09      -8.241121732619e-09       6.348257860741e-15       1.197495346402e-14       1.395309175220e-14       1.525640543371e-14       3.156146000145e-14       4.284490749760e-14       5.047796799449e-14       6.826011271818e-14       8.929742122693e-14       1.355428454311e-13       1.043452101235e-09       2.716857485384e-09       3.519598832945e-09       4.048447075575e-09      -3.686128655677e-10      -9.519387188444e-10      -1.239060307891e-09      -1.429173954300e-09      -4.298592240063e-10      -1.320216701632e-09      -2.103709037042e-09      -2.744393101154e-09      -4.700978460302e-10      -1.555367545351e-09      -2.751783785299e-09      -4.176929954164e-09 
  176       6.753285086414e-10       2.252304329043e-12       4.377166558955e-13       2.499120539961e-04      -8.682016942055e-05      -1.094301192550e-04      -1.258760554691e-04       3.215079513517e-05       3.768634314488e-05       4.412010929642e-05       6.695315460355e-05       8.355370392393e-05       1.303927550781e-04       5.245478067104e-09      -1.846012986407e-09      -4.213421535559e-09      -8.178329330198e-09       6.215679088979e-15       1.173571802493e-14       1.367649109522e-14       1.495518594772e-14       3.095049820644e-14       4.202098179721e-14       4.951028978881e-14       6.696137366970e-14       8.760078040594e-14       1.329643374942e-13       1.041512020181e-09       2.712016759270e-09       3.513004957599e-09       4.040699777368e-09      -3.653315182297e-10      -9.438063511464e-10      -1.228033831728e-09      -1.416052941840e-09      -4.261052416308e-10      -1.309485087700e-09      -2.087016571038e-09      -2.722732491470e-09      -4.660308227557e-10      -1.542822826707e-09      -2.730054618180e-09      -4.143901965666e-09 
  177       6.785387727288e-10       2.215384900192e-12       4.318191138443e-13       2.539040908627e-04      -8.763013206838e-05      -1.104673772152e-04      -1.270643369089e-04       3.223737303086e-05       3.777979069447e-05       4.421073913373e-05       6.716365160513e-05       8.384609223507e-05       1.308249015667e-04       5.235175081362e-09      -1.828315871648e-09      -4.180302226379e-09      -8.116243779702e-09       6.086444142369e-15       1.150242973769e-14       1.340675864502e-14       1.466144149280e-14       3.035463412571e-14       4.121725446439e-14       4.856626439525e-14       6.569450854294e-14       8.594603832911e-14       1.304490600916e-13       1.039562105595e-09       2.707196924498e-09       3.506449237593e-09       4.033001933633e-09      -3.620909294358e-10      -9.357809885264e-10      -1.217146842408e-09      -1.403096428872e-09      -4.223982565784e-10      -1.298888363232e-09      -2.070538817331e-09      -2.701361466738e-09      -4.620149503846e-10      -1.530434482680e-09      -2.708614191396e-09      -4.111296274514e-09 
  178       6.816914165323e-10       2.179219097569e-12       4.260290462060e-13       2.579360409368e-04      -8.844182511193e-05      -1.115086400830e-04      -1.282573198243e-04       3.232398542747e-05       3.787083063433e-05       4.430006005982e-05       6.737553012567e-05       8.413712701362e-05       1.312560220004e-04       5.224957517938e-09      -1.810823809798e-09      -4.147647631883e-09      -8.054805621047e-09       5.960333302113e-15       1.127469429529e-14       1.314343758626e-14       1.437467407534e-14       2.977288462974e-14       4.043241169150e-14       4.764435080955e-14       6.445738901134e-14       8.433039745782e-14       1.279929380717e-13       1.037603947281e-09       2.702400669378e-09       3.499936844084e-09       4.025360351093e-09      -3.588886641072e-10      -9.278570760159e-10      -1.206391322008e-09      -1.390293480028e-09      -4.187354293659e-10      -1.288418953625e-09      -2.054263275652e-09      -2.680265867406e-09      -4.580471218091e-10      -1.518193559218e-09      -2.687445051119e-09      -4.079088413632e-09 
  179       6.847851235496e-10       2.143755024956e-12       4.203413422276e-13       2.620086126484e-04      -8.925541030069e-05      -1.125541634942e-04      -1.294553282349e-04       3.241088617758e-05       3.795922584180e-05       4.438803712820e-05       6.758878847973e-05       8.442702664797e-05       1.316858713876e-04       5.214835469854e-09      -1.793517580258e-09      -4.115438975103e-09      -7.993949807886e-09       5.837110073285e-15       1.105208725092e-14       1.288603621050e-14       1.409434767717e-14       2.920419067180e-14       3.966503798123e-14       4.674288874687e-14       6.324772374692e-14       8.275084623005e-14       1.255915794777e-13       1.035639055105e-09       2.697630359392e-09       3.493472587644e-09       4.017781451110e-09      -3.557220287588e-10      -9.200284282042e-10      -1.195758388745e-09      -1.377632076604e-09      -4.151136210426e-10      -1.278068440658e-09      -2.038176089442e-09      -2.659429852266e-09      -4.541239032843e-10      -1.506090111639e-09      -2.666527912667e-09      -4.047251245431e-09 
  180       6.878186442988e-10       2.108947189511e-12       4.147514508187e-13       2.661224283715e-04      -9.007102827530e-05      -1.136041653794e-04      -1.306586409426e-04       3.249829620955e-05       3.804478043879e-05       4.447464389863e-05       6.780341306403e-05       8.471598323618e-05       1.321142389472e-04       5.204817924418e-09      -1.776380795337e-09      -4.083659563743e-09      -7.933621210873e-09       5.716566364497e-15       1.083423532973e-14       1.263412211129e-14       1.381999093793e-14       2.864762054443e-14       3.891388862566e-14       4.586041853698e-14       6.206349848032e-14       8.120473613143e-14       1.232411206186e-13       1.033668755196e-09       2.692888098732e-09       3.487060749095e-09       4.010270948737e-09      -3.525887094670e-10      -9.122897199987e-10      -1.185240442494e-09      -1.365101954305e-09      -4.115301333097e-10      -1.267829614040e-09      -2.022265331167e-09      -2.638839671007e-09      -4.502423421090e-10      -1.494115628866e-09      -2.645846152509e-09      -4.015761547068e-09 
  181       6.907910670954e-10       2.074788790843e-12       4.092586547933e-13       2.702776838803e-04      -9.088870702634e-05      -1.146586746586e-04      -1.318673082484e-04       3.258627445952e-05       3.812750051929e-05       4.455990059877e-05       6.801936039862e-05       8.500406237692e-05       1.325411096641e-04       5.194910739948e-09      -1.759413612305e-09      -4.052308714027e-09      -7.873822710050e-09       5.598662616691e-15       1.062106862359e-14       1.238761433672e-14       1.355151563110e-14       2.810300032148e-14       3.817873485595e-14       4.499667334161e-14       6.090434088289e-14       7.969157153510e-14       1.209408472887e-13       1.031693874272e-09       2.688175937130e-09       3.480704577209e-09       4.002832883823e-09      -3.494887521021e-10      -9.046411151118e-10      -1.174837824292e-09      -1.352703408577e-09      -4.079850058038e-10      -1.257702840080e-09      -2.006531201015e-09      -2.618495380896e-09      -4.464024736042e-10      -1.482270558811e-09      -2.625399751610e-09      -3.984620451542e-09 
  182       6.937015682975e-10       2.041281875607e-12       4.038630408126e-13       2.744744624308e-04      -9.170844636911e-05      -1.157176707768e-04      -1.330813209900e-04       3.267483685044e-05       3.820744591083e-05       4.464383884802e-05       6.823657339527e-05       8.529129547732e-05       1.329665149760e-04       5.185118482371e-09      -1.742620061097e-09      -4.021388850862e-09      -7.814570746119e-09       5.483398311358e-15       1.041258754105e-14       1.214651341563e-14       1.328892236554e-14       2.757033125042e-14       3.745958281830e-14       4.415166222449e-14       5.977025929455e-14       7.821135572449e-14       1.186907723780e-13       1.029715025592e-09       2.683495664101e-09       3.474406732391e-09       3.995470492011e-09      -3.464227310253e-10      -8.970839845563e-10      -1.164552657801e-09      -1.340439154198e-09      -4.044788916064e-10      -1.247690171304e-09      -1.990976594134e-09      -2.598400005057e-09      -4.426050027112e-10      -1.470557348391e-09      -2.605192400421e-09      -3.953834543284e-09 
  183       6.965493265200e-10       2.008427064786e-12       3.985644552140e-13       2.787128426324e-04      -9.253024697248e-05      -1.167811316244e-04      -1.343006685962e-04       3.276399713502e-05       3.828467926184e-05       4.472648951477e-05       6.845498684408e-05       8.557771141691e-05       1.333904813853e-04       5.175445045938e-09      -1.726003683222e-09      -3.990901057598e-09      -7.755880022630e-09       5.370767410619e-15       1.020878261188e-14       1.191080845651e-14       1.303219931411e-14       2.704958926169e-14       3.675640480295e-14       4.332535461252e-14       5.866120870369e-14       7.676402173619e-14       1.164908022455e-13       1.027732705389e-09       2.678848733161e-09       3.468169432378e-09       3.988186496170e-09      -3.433911184396e-10      -8.896194318342e-10      -1.154386728520e-09      -1.328311522870e-09      -4.010123256356e-10      -1.237793317742e-09      -1.975603851874e-09      -2.578555796748e-09      -4.388505056090e-10      -1.458978046508e-09      -2.585227058087e-09      -3.923409347793e-09 
  184       6.993335226714e-10       1.976223525145e-12       3.933624992372e-13       2.829928983906e-04      -9.335411036778e-05      -1.178490335048e-04      -1.355253390544e-04       3.285376684292e-05       3.835926606864e-05       4.480788268125e-05       6.867452725708e-05       8.586333647116e-05       1.338130303246e-04       5.165893637557e-09      -1.709567520693e-09      -3.960845048246e-09      -7.697763465533e-09       5.260758249944e-15       1.000963429449e-14       1.168047692482e-14       1.278132197113e-14       2.654072447465e-14       3.606913858227e-14       4.251767952023e-14       5.757708970400e-14       7.534943098860e-14       1.143407346378e-13       1.025747290117e-09       2.674236254057e-09       3.461994441965e-09       3.980983094468e-09      -3.403942821513e-10      -8.822482871245e-10      -1.144341476317e-09      -1.316322454667e-09      -3.975857220595e-10      -1.228013639371e-09      -1.960414749697e-09      -2.558964222884e-09      -4.351394268978e-10      -1.447534295250e-09      -2.565505936532e-09      -3.893349308191e-09 
  185       7.020533399886e-10       1.944668940687e-12       3.882565242506e-13       2.873146988490e-04      -9.418003895771e-05      -1.189213511026e-04      -1.367553188776e-04       3.294415522785e-05       3.843127470230e-05       4.488804760847e-05       6.889511271174e-05       8.614819423508e-05       1.342341780217e-04       5.156466761133e-09      -1.693314104947e-09      -3.931219139684e-09      -7.640232182730e-09       5.153353430881e-15       9.815112783333e-15       1.145548442021e-14       1.253625290980e-14       2.604366070372e-14       3.539768674878e-14       4.172852477414e-14       5.651774745130e-14       7.396737191073e-14       1.122402566077e-13       1.023759033700e-09       2.669658985007e-09       3.455883062734e-09       3.973861948457e-09      -3.374324833328e-10      -8.749711014727e-10      -1.134417987969e-09      -1.304473489485e-09      -3.941993717104e-10      -1.218352138565e-09      -1.945410485085e-09      -2.539625947553e-09      -4.314720767825e-10      -1.436227321085e-09      -2.546030484533e-09      -3.863657761800e-09 
  186       7.047079640733e-10       1.913759484108e-12       3.832456269765e-13       2.916783083322e-04      -9.500803602520e-05      -1.199980574518e-04      -1.379905930714e-04       3.303516921479e-05       3.850077643561e-05       4.496701270108e-05       6.911665269460e-05       8.643230554674e-05       1.346539353652e-04       5.147166201897e-09      -1.677245445775e-09      -3.902020223870e-09      -7.583295423624e-09       5.048529713766e-15       9.625177816256e-15       1.123578445385e-14       1.229694153963e-14       2.555829496438e-14       3.474191605324e-14       4.095773623724e-14       5.548297062038e-14       7.261755857087e-14       1.101889424326e-13       1.021768064773e-09       2.665117324930e-09       3.449836122783e-09       3.966824171152e-09      -3.345058742843e-10      -8.677881409791e-10      -1.124616989692e-09      -1.292765758490e-09      -3.908534394987e-10      -1.208809452539e-09      -1.930591665442e-09      -2.520540815533e-09      -4.278486282557e-10      -1.425057926067e-09      -2.526801371802e-09      -3.834336916697e-09 
  187       7.072965829275e-10       1.883489788256e-12       3.783286447178e-13       2.960837862878e-04      -9.583810574230e-05      -1.210791239043e-04      -1.392311451017e-04       3.312681334710e-05       3.856784546997e-05       4.504480547230e-05       6.933904794477e-05       8.671568841085e-05       1.350723077700e-04       5.137993010740e-09      -1.661363020249e-09      -3.873243740055e-09      -7.526960538671e-09       4.946257910453e-15       9.439778481937e-15       1.102131822570e-14       1.206332386391e-14       2.508449697925e-14       3.410165674271e-14       4.020511703339e-14       5.447249036180e-14       7.129962930534e-14       1.081862515334e-13       1.019774383935e-09       2.660611305688e-09       3.443853966457e-09       3.959870315111e-09      -3.316144961966e-10      -8.606993809875e-10      -1.114938839679e-09      -1.281199975571e-09      -3.875479618262e-10      -1.199385845797e-09      -1.915958296006e-09      -2.501707835809e-09      -4.242691142815e-10      -1.414026479026e-09      -2.507818473066e-09      -3.805387828289e-09 
  188       7.098183869892e-10       1.853852917580e-12       3.735041505837e-13       3.005311872290e-04      -9.667025317910e-05      -1.221645200972e-04      -1.404769568616e-04       3.321908973368e-05       3.863255896235e-05       4.512145250882e-05       6.956219029756e-05       8.699835792226e-05       1.354892950423e-04       5.128947488554e-09      -1.645667761646e-09      -3.844883646995e-09      -7.471232938931e-09       4.846502777030e-15       9.258853027260e-15       1.081201440174e-14       1.183532223712e-14       2.462210868415e-14       3.347670189859e-14       3.947042677172e-14       5.348597925879e-14       7.001314534718e-14       1.062315263929e-13       1.017777860990e-09       2.656140584319e-09       3.437936444077e-09       3.953000360517e-09      -3.287582769129e-10      -8.537045002737e-10      -1.105383520636e-09      -1.269776428787e-09      -3.842828440009e-10      -1.190081202577e-09      -1.901509767756e-09      -2.483125165094e-09      -4.207334249786e-10      -1.403132906775e-09      -2.489080852151e-09      -3.776810375872e-09 
  189       7.122725691684e-10       1.824840339593e-12       3.687704487155e-13       3.050205606773e-04      -9.750448431258e-05      -1.232542139218e-04      -1.417280086386e-04       3.331199799614e-05       3.869499705222e-05       4.519697943568e-05       6.978596252800e-05       8.728032618956e-05       1.359048912452e-04       5.120029170560e-09      -1.630160048377e-09      -3.816932395162e-09      -7.416116055617e-09       4.749222906544e-15       9.082328664716e-15       1.060778889133e-14       1.161284512238e-14       2.417094373414e-14       3.286680677468e-14       3.875338077111e-14       5.252305028401e-14       6.875758945493e-14       1.043239904745e-13       1.015778232197e-09       2.651704435271e-09       3.432082901665e-09       3.946213703256e-09      -3.259370286908e-10      -8.468028752346e-10      -1.095950632313e-09      -1.258494971815e-09      -3.810578576500e-10      -1.180895019302e-09      -1.887244845317e-09      -2.464790091342e-09      -4.172413048039e-10      -1.392376685302e-09      -2.470586746053e-09      -3.748603239202e-09 
  190       7.146583248827e-10       1.796441896324e-12       3.641255695130e-13       3.095519511045e-04      -9.834080603552e-05      -1.243481714912e-04      -1.429842790820e-04       3.340553521594e-05       3.875524288843e-05       4.527141088119e-05       7.001023819440e-05       8.756160225863e-05       1.363190845642e-04       5.111236810644e-09      -1.614839692911e-09      -3.789380898954e-09      -7.361611299646e-09       4.654370621719e-15       8.910121379791e-15       1.040854462444e-14       1.139578684891e-14       2.373078700958e-14       3.227168813525e-14       3.805364928454e-14       5.158325575643e-14       6.753236454131e-14       1.024627461405e-13       1.013775097514e-09       2.647301742639e-09       3.426292170676e-09       3.939509143001e-09      -3.231504459652e-10      -8.399935740766e-10      -1.086639384043e-09      -1.247355015404e-09      -3.778726381341e-10      -1.171826397023e-09      -1.873161654866e-09      -2.446699017268e-09      -4.137923497355e-10      -1.381756830972e-09      -2.452333549028e-09      -3.720763875056e-09 
  191       7.169748520930e-10       1.768645775774e-12       3.595672648602e-13       3.141253978754e-04      -9.917922616540e-05      -1.254463571087e-04      -1.442457451698e-04       3.349969588157e-05       3.881338265620e-05       4.534477044184e-05       7.023488148197e-05       8.784219203615e-05       1.367318571722e-04       5.102568365692e-09      -1.599705930701e-09      -3.762218508910e-09      -7.307718021193e-09       4.561891867677e-15       8.742135738369e-15       1.021417132892e-14       1.118402736943e-14       2.330139412221e-14       3.169102359312e-14       3.737085672356e-14       5.066608629813e-14       6.633679230196e-14       1.006467725712e-13       1.011767917847e-09       2.642930992402e-09       3.420562557731e-09       3.932884871288e-09      -3.203981031099e-10      -8.332753510040e-10      -1.077448587276e-09      -1.236355518821e-09      -3.747266819613e-10      -1.162874033866e-09      -1.859257672045e-09      -2.428847443867e-09      -4.103860044566e-10      -1.371271891726e-09      -2.434317796665e-09      -3.693288493803e-09 
  192       7.192213513393e-10       1.741438483372e-12       3.550930033514e-13       3.187409351899e-04      -1.000197534533e-04      -1.265487332358e-04      -1.455123821763e-04       3.359447183567e-05       3.886950560398e-05       4.541708064716e-05       7.045974704631e-05       8.812209821322e-05       1.371431850951e-04       5.094020979926e-09      -1.584757409113e-09      -3.735432983921e-09      -7.254433469236e-09       4.471726104662e-15       8.578264694119e-15       1.002454530782e-14       1.097743201761e-14       2.288249092117e-14       3.112445094767e-14       3.670458088268e-14       4.977096979115e-14       6.517011184416e-14       9.887492368291e-14       1.009756012293e-09       2.638590264657e-09       3.414891834336e-09       3.926338459601e-09      -3.176794522000e-10      -8.266466404083e-10      -1.068376648113e-09      -1.225494981302e-09      -3.716193442005e-10      -1.154036217479e-09      -1.845529709862e-09      -2.411229953926e-09      -4.070215595383e-10      -1.360919938279e-09      -2.416535149968e-09      -3.666172035965e-09 
  193       7.213970257767e-10       1.714804813430e-12       3.506999655171e-13       3.233985920260e-04      -1.008623975926e-04      -1.276552604604e-04      -1.467841636390e-04       3.368985222222e-05       3.892370407044e-05       4.548836292467e-05       7.068467985704e-05       8.840132018883e-05       1.375530380772e-04       5.085590969236e-09      -1.569992176351e-09      -3.709010463439e-09      -7.201752751112e-09       4.383806200759e-15       8.418389395895e-15       9.839529216653e-15       1.077585126553e-14       2.247377299907e-14       3.057156752294e-14       3.605435216383e-14       4.889727033432e-14       6.403147831555e-14       9.714592604711e-14       1.007738555391e-09       2.634277225855e-09       3.409277226622e-09       3.919866847449e-09      -3.149938207742e-10      -8.201055510563e-10      -1.059421559841e-09      -1.214771433502e-09      -3.685498358959e-10      -1.145310817482e-09      -1.831973906599e-09      -2.393840195549e-09      -4.036981486235e-10      -1.350698555317e-09      -2.398980379437e-09      -3.639408148786e-09 
  194       7.235010812107e-10       1.688727820600e-12       3.463850390499e-13       3.280983920817e-04      -1.017071692282e-04      -1.287658974649e-04      -1.480610613260e-04       3.378582343365e-05       3.897607351137e-05       4.555863756475e-05       7.090951504133e-05       8.867985399348e-05       1.379613794463e-04       5.077273805513e-09      -1.555407670380e-09      -3.682935439694e-09      -7.149668792064e-09       4.298058324614e-15       8.262378995126e-15       9.658971840649e-15       1.057912048109e-14       2.207490519807e-14       3.003192950568e-14       3.541965280074e-14       4.804428720011e-14       6.291996153286e-14       9.545837680862e-14       1.005714574364e-09       2.629989121035e-09       3.403715405067e-09       3.913466330447e-09      -3.123404095968e-10      -8.136498602792e-10      -1.050580895471e-09      -1.204182428942e-09      -3.655172214804e-10      -1.136695277908e-09      -1.818585713724e-09      -2.376670865669e-09      -4.004147456099e-10      -1.340604832699e-09      -2.381647349147e-09      -3.612989162796e-09 
  195       7.255327261334e-10       1.663188791331e-12       3.421448140310e-13       3.328403537179e-04      -1.025540799653e-04      -1.298806009944e-04      -1.493430452031e-04       3.388236905807e-05       3.902671252658e-05       4.562792368555e-05       7.113407772746e-05       8.895769221271e-05       1.383681659794e-04       5.069064100990e-09      -1.541000707860e-09      -3.657190729899e-09      -7.098172294796e-09       4.214401838160e-15       8.110090453215e-15       9.482707872071e-15       1.038705968548e-14       2.168552111590e-14       2.950505128340e-14       3.479991608339e-14       4.721125379143e-14       6.183454461065e-14       9.381074160438e-14       1.003682946368e-09       2.625722766065e-09       3.398202474226e-09       3.907132548398e-09      -3.097182904202e-10      -8.072770081608e-10      -1.041851800269e-09      -1.193725035462e-09      -3.625204161896e-10      -1.128186609654e-09      -1.805359883793e-09      -2.359713693567e-09      -3.971701618337e-10      -1.330635356652e-09      -2.364529000829e-09      -3.586906068377e-09 
  196       7.274911717590e-10       1.638167215320e-12       3.379755781556e-13       3.376244899001e-04      -1.034031423780e-04      -1.309993258248e-04      -1.506300834011e-04       3.397946982634e-05       3.907572288689e-05       4.569623919789e-05       7.135818288844e-05       8.923482391063e-05       1.387733477679e-04       5.060955592567e-09      -1.526767473063e-09      -3.631757448468e-09      -7.047251699017e-09       4.132749189331e-15       7.961368348930e-15       9.310557687479e-15       1.019947331058e-14       2.130522261192e-14       2.899040478242e-14       3.419452558242e-14       4.639733659845e-14       6.077412258998e-14       9.220135248201e-14       1.001642395739e-09       2.621474539870e-09       3.392733962462e-09       3.900860473373e-09      -3.071264037469e-10      -8.009840917267e-10      -1.033230984293e-09      -1.183395826670e-09      -3.595581834758e-10      -1.119781382928e-09      -1.792290458359e-09      -2.342959424390e-09      -3.939630432525e-10      -1.320786200973e-09      -2.347617337948e-09      -3.561148492332e-09 
  197       7.293756320596e-10       1.613640756972e-12       3.338733119590e-13       3.424508081418e-04      -1.042543700186e-04      -1.321220247309e-04      -1.519221421827e-04       3.407710355928e-05       3.912320956099e-05       4.576360077017e-05       7.158163518548e-05       8.951123455351e-05       1.391768680830e-04       5.052941126155e-09      -1.512703506807e-09      -3.606614979225e-09      -6.996893141000e-09       4.053005804789e-15       7.816044685800e-15       9.142327125009e-15       1.001614995645e-14       2.093357931321e-14       2.848741880598e-14       3.360281437356e-14       4.560163415550e-14       5.973750106722e-14       9.062840581839e-14       9.995914912362e-10       2.617240376675e-09       3.387304811676e-09       3.894644397791e-09      -3.045635565916e-10      -7.947678591324e-10      -1.024714714930e-09      -1.173190873388e-09      -3.566291324215e-10      -1.111475719691e-09      -1.779370755880e-09      -2.326397802669e-09      -3.907918676292e-10      -1.311052918225e-09      -2.330903409785e-09      -3.535704674445e-09 
  198       7.311853238011e-10       1.589585226854e-12       3.298336840429e-13       3.473193104460e-04      -1.051077774263e-04      -1.332486484546e-04      -1.532191859104e-04       3.417524511480e-05       3.916928074241e-05       4.583002379326e-05       7.180422881166e-05       8.978690593331e-05       1.395786632408e-04       5.045012641003e-09      -1.498803695378e-09      -3.581740947615e-09      -6.947080413125e-09       3.975069982642e-15       7.673938699510e-15       8.977807261657e-15       9.836862148704e-15       2.057012812060e-14       2.799547837223e-14       3.302406426202e-14       4.482317599784e-14       5.872339482267e-14       8.908996023826e-14       9.975286432924e-10       2.613015758235e-09       3.381909367032e-09       3.888477922498e-09      -3.020284202437e-10      -7.886247038527e-10      -1.016298809427e-09      -1.163105735105e-09      -3.537317151538e-10      -1.103265286109e-09      -1.766593359622e-09      -2.310017555835e-09      -3.876549417150e-10      -1.301430530939e-09      -2.314377295515e-09      -3.510561444051e-09 
  199       7.329194665788e-10       1.565974553152e-12       3.258520463010e-13       3.522299932485e-04      -1.059633801359e-04      -1.343791456729e-04      -1.545211770129e-04       3.427386633509e-05       3.921404787644e-05       4.589552234540e-05       7.202574733540e-05       9.006181609122e-05       1.399786624683e-04       5.037161154036e-09      -1.485062259458e-09      -3.557111192917e-09      -6.897794923434e-09       3.898832785167e-15       7.534856665294e-15       8.816774190554e-15       9.661366096009e-15       2.021437271470e-14       2.751392405234e-14       3.245750500696e-14       4.406092161852e-14       5.773042644938e-14       8.758393453282e-14       9.954521012581e-10       2.608795706074e-09       3.376541366689e-09       3.882353944850e-09      -2.995195280293e-10      -7.825506588695e-10      -1.007978627429e-09      -1.153135451428e-09      -3.508642242578e-10      -1.095145284997e-09      -1.753950105574e-09      -2.293806377738e-09      -3.845503984330e-10      -1.291913522808e-09      -2.298028088291e-09      -3.485704196602e-09 
  200       7.345772828532e-10       1.542780753124e-12       3.219234291454e-13       3.571828473595e-04      -1.068211946871e-04      -1.355134629665e-04      -1.558280759530e-04       3.437293599371e-05       3.925762568703e-05       4.596010915711e-05       7.224596354410e-05       9.033593924125e-05       1.403767877679e-04       5.029376744189e-09      -1.471472743050e-09      -3.532699740457e-09      -6.849015655183e-09       3.824177931529e-15       7.398591705332e-15       8.658988798251e-15       9.489401447489e-15       1.986578306203e-14       2.704205130855e-14       3.190231354589e-14       4.331375942518e-14       5.675712498182e-14       8.610810557830e-14       9.933599506485e-10       2.604574773719e-09       3.371193931528e-09       3.876264646793e-09      -2.970352730736e-10      -7.765413908612e-10      -9.997490635123e-10      -1.143274533525e-09      -3.480247901905e-10      -1.087110448268e-09      -1.741432070348e-09      -2.277750912164e-09      -3.814761940615e-10      -1.282495829890e-09      -2.281843879318e-09      -3.461116870231e-09 
  201       7.361580553890e-10       1.519979421517e-12       3.180434807243e-13       3.621778336890e-04      -1.076812244110e-04      -1.366515379942e-04      -1.571398279893e-04       3.447242258150e-05       3.930011673010e-05       4.602379656516e-05       7.246468243816e-05       9.060925171358e-05       1.407729811167e-04       5.021650635999e-09      -1.458029637799e-09      -3.508484462389e-09      -6.800725054497e-09       3.751003613740e-15       7.264962794121e-15       8.504241889780e-15       9.320740449558e-15       1.952389530392e-14       2.657924352923e-14       3.135776959081e-14       4.258071749849e-14       5.580220425331e-14       8.466052782147e-14       9.912506365829e-10       2.600348341458e-09       3.365861112558e-09       3.870203207962e-09      -2.945742871909e-10      -7.705931760135e-10      -9.916057299405e-10      -1.133518275736e-09      -3.452118215004e-10      -1.079156283381e-09      -1.729031660795e-09      -2.261839776436e-09      -3.784305890582e-10      -1.273172288149e-09      -2.265814511848e-09      -3.436785739487e-09 
