# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:phiphi                 4:TPhi                   5:dens[1]-dens[1]        6:dens[1]-dens[2]        7:dens[1]-dens[3]        8:dens[1]-dens[4]        9:dens[2]-dens[2]       10:dens[2]-dens[3]       11:dens[2]-dens[4]       12:dens[3]-dens[3]       13:dens[3]-dens[4]       14:dens[4]-dens[4]       15:phi-dens[1]           16:phi-dens[2]           17:phi-dens[3]           18:phi-dens[4]           19:lens[1]-lens[1]       20:lens[1]-lens[2]       21:lens[1]-lens[3]       22:lens[1]-lens[4]       23:lens[2]-lens[2]       24:lens[2]-lens[3]       25:lens[2]-lens[4]       26:lens[3]-lens[3]       27:lens[3]-lens[4]       28:lens[4]-lens[4]       29:dens[1]-lens[1]       30:dens[1]-lens[2]       31:dens[1]-lens[3]       32:dens[1]-lens[4]       33:dens[2]-lens[1]       34:dens[2]-lens[2]       35:dens[2]-lens[3]       36:dens[2]-lens[4]       37:dens[3]-lens[1]       38:dens[3]-lens[2]       39:dens[3]-lens[3]       40:dens[3]-lens[4]       41:dens[4]-lens[1]       42:dens[4]-lens[2]       43:dens[4]-lens[3]       44:dens[4]-lens[4]    
  211       7.486960864015e-10       1.313250998456e-12       2.818348162810e-13       4.144056234425e-04      -1.163882653192e-04      -1.482159759783e-04      -1.704955399508e-04       3.548434872858e-05       3.967198305338e-05       4.661403410254e-05       7.456950025027e-05       9.329684519058e-05       1.446427935500e-04       4.947432441003e-09      -1.331855809515e-09      -3.277596054155e-09      -6.345989143427e-09       3.098628302780e-15       6.070171933008e-15       7.119916795565e-15       7.811536950280e-15       1.646461663315e-14       2.243784791732e-14       2.648418499376e-14       3.600943957839e-14       4.724055097465e-14       7.170103528907e-14       9.693681247329e-10       2.557947892941e-09       3.313398765416e-09       3.811114479993e-09      -2.712868049764e-10      -7.145307963485e-10      -9.150019365944e-10      -1.041834021495e-09      -3.185873753580e-10      -1.004186394260e-09      -1.611731812566e-09      -2.110955686523e-09      -3.496017701421e-10      -1.185282888077e-09      -2.114312982813e-09      -3.207946355262e-09 
  212       7.494257451963e-10       1.294655064446e-12       2.784612025963e-13       4.198507879410e-04      -1.172678267303e-04      -1.493880879158e-04      -1.718514996386e-04       3.558647072250e-05       3.970442134581e-05       4.666858548663e-05       7.477188523476e-05       9.356076348897e-05       1.450219933904e-04       4.940272498745e-09      -1.320069133638e-09      -3.255670769189e-09      -6.303407302788e-09       3.041056792667e-15       5.964376627413e-15       6.997266136255e-15       7.677780875708e-15       1.619344442054e-14       2.207076631224e-14       2.605213851983e-14       3.542584078068e-14       4.647998626770e-14       7.055165893753e-14       9.671156024505e-10       2.553703888001e-09       3.308232323561e-09       3.805340571739e-09      -2.690923508664e-10      -7.092666493830e-10      -9.078241545784e-10      -1.033254578972e-09      -3.160779219190e-10      -9.971520198086e-10      -1.600684654486e-09      -2.096706828984e-09      -3.468843446422e-10      -1.177035909655e-09      -2.100054948706e-09      -3.186521292219e-09 
  213       7.500742024764e-10       1.276417610288e-12       2.751288077815e-13       4.253352729867e-04      -1.181486379342e-04      -1.505625087556e-04      -1.732104747563e-04       3.568858444312e-05       3.973609144912e-05       4.672234013733e-05       7.497281080620e-05       9.382371200585e-05       1.454000228302e-04       4.933145450945e-09      -1.308429755391e-09      -3.233955968156e-09      -6.261348333260e-09       2.984795092944e-15       5.860921952306e-15       6.877315806183e-15       7.546962136485e-15       1.592821169251e-14       2.171173061994e-14       2.562955299609e-14       3.485483853356e-14       4.573578758646e-14       6.942733269078e-14       9.648533689540e-10       2.549458283908e-09       3.303075138567e-09       3.799583076220e-09      -2.669218748391e-10      -7.040625546591e-10      -9.007311014810e-10      -1.024778962725e-09      -3.135958007766e-10      -9.901999244972e-10      -1.589759630653e-09      -2.082608249858e-09      -3.441964868696e-10      -1.168885518064e-09      -2.085955822976e-09      -3.165354652798e-09 
  214       7.506412358127e-10       1.258531299282e-12       2.718362833853e-13       4.308587574201e-04      -1.190305999027e-04      -1.517390893509e-04      -1.745722730060e-04       3.579063594407e-05       3.976701542835e-05       4.677529724283e-05       7.517227632495e-05       9.408565803716e-05       1.457769377809e-04       4.926045769572e-09      -1.296935521586e-09      -3.212449325135e-09      -6.219807171736e-09       2.929813118615e-15       5.759754727833e-15       6.760004655423e-15       7.419014331034e-15       1.566878152729e-14       2.136055656353e-14       2.521621283887e-14       3.429615127176e-14       4.500758541435e-14       6.832747897713e-14       9.625817329921e-10       2.545210162465e-09       3.297924836047e-09       3.793838661061e-09      -2.647750536865e-10      -6.989174070602e-10      -8.937212493003e-10      -1.016405447247e-09      -3.111406458870e-10      -9.833289090417e-10      -1.578955114383e-09      -2.068657930618e-09      -3.415378021749e-10      -1.160830361059e-09      -2.072013299248e-09      -3.144442379084e-09 
  215       7.511266417782e-10       1.240987975305e-12       2.685821478910e-13       4.364209067262e-04      -1.199136108066e-04      -1.529176760766e-04      -1.759366959560e-04       3.589256819499e-05       3.979721476756e-05       4.682745438876e-05       7.537027990198e-05       9.434656555320e-05       1.461527924224e-04       4.918967331660e-09      -1.285583886728e-09      -3.191147850307e-09      -6.178777356371e-09       2.876077871237e-15       5.660816529253e-15       6.645265477899e-15       7.293864467095e-15       1.541500353071e-14       2.101704165545e-14       2.481188108234e-14       3.374946903864e-14       4.429497315943e-14       6.725146321099e-14       9.603009430977e-10       2.540958379709e-09       3.292778699212e-09       3.788103574696e-09      -2.626514954139e-10      -6.938299183797e-10      -8.867928208371e-10      -1.008132013978e-09      -3.087120122561e-10      -9.765375353604e-10      -1.568269117122e-09      -2.054853392803e-09      -3.389078102320e-10      -1.152868807875e-09      -2.058224593346e-09      -3.123779655720e-09 
  216       7.515302361527e-10       1.223778650579e-12       2.653647847326e-13       4.420213729035e-04      -1.207975659824e-04      -1.540981107778e-04      -1.773035389687e-04       3.599432103699e-05       3.982671035097e-05       4.687880752601e-05       7.556681836993e-05       9.460639513994e-05       1.465276391497e-04       4.911903409841e-09      -1.274371906780e-09      -3.170047878977e-09      -6.138251003651e-09       2.823553396437e-15       5.564043610178e-15       6.533024922690e-15       7.171432865154e-15       1.516671363890e-14       2.068096493067e-14       2.441629906513e-14       3.321445306903e-14       4.359750660987e-14       6.619859295746e-14       9.580111863889e-10       2.536701561993e-09       3.287633663199e-09       3.782373639538e-09      -2.605507381285e-10      -6.887986144114e-10      -8.799437857481e-10      -9.999563466552e-10      -3.063093746620e-10      -9.698241227267e-10      -1.557699282559e-09      -2.041191690516e-09      -3.363059436508e-10      -1.144998944728e-09      -2.044586435554e-09      -3.103360897757e-09 
  217       7.518518541266e-10       1.206893493427e-12       2.621824403111e-13       4.476597943324e-04      -1.216823578990e-04      -1.552802307171e-04      -1.786725911282e-04       3.609583113820e-05       3.985552244419e-05       4.692935093857e-05       7.576188725407e-05       9.486510394018e-05       1.469015285189e-04       4.904846662886e-09      -1.263296232917e-09      -3.149145060598e-09      -6.098218785466e-09       2.772200741431e-15       5.469366825819e-15       6.423203405339e-15       7.051633061894e-15       1.492373392106e-14       2.035208667990e-14       2.402918611692e-14       3.269073537204e-14       4.291470338938e-14       6.516811709681e-14       9.557125873707e-10       2.532438102071e-09       3.282486309409e-09       3.776644245164e-09      -2.584722489277e-10      -6.838218320388e-10      -8.731718565987e-10      -9.918758266687e-10      -3.039321263775e-10      -9.631867439216e-10      -1.547242880750e-09      -2.027669402927e-09      -3.337315465905e-10      -1.137218570320e-09      -2.031095062889e-09      -3.083179738501e-09 
  218       7.520913505054e-10       1.190321816034e-12       2.590332220099e-13       4.533357956442e-04      -1.225678761240e-04      -1.564638685221e-04      -1.800436351681e-04       3.619703194923e-05       3.988367067533e-05       4.697907721133e-05       7.595548074337e-05       9.512264559484e-05       1.472745091925e-04       4.897789126236e-09      -1.252353105293e-09      -3.128434347797e-09      -6.058669906177e-09       2.721977912535e-15       5.376711556232e-15       6.315715019153e-15       6.934371713625e-15       1.468587238218e-14       2.003014818277e-14       2.365023924498e-14       3.217791831386e-14       4.224604241271e-14       6.415922498906e-14       9.534052067362e-10       2.528166155183e-09       3.277332859832e-09       3.770910341488e-09      -2.564154227882e-10      -6.788977163250e-10      -8.664744849150e-10      -9.838875284084e-10      -3.015795778929e-10      -9.566232213868e-10      -1.536896802232e-09      -2.014282626777e-09      -3.311838733716e-10      -1.129525191341e-09      -2.017746211363e-09      -3.063229017357e-09 
  219       7.522485999139e-10       1.174052062212e-12       2.559150962116e-13       4.590489875892e-04      -1.234540072907e-04      -1.576488521336e-04      -1.814164473992e-04       3.629785365864e-05       3.991117401626e-05       4.702797719788e-05       7.614759166148e-05       9.537897018418e-05       1.476466278862e-04       4.890722202543e-09      -1.241538346795e-09      -3.107909985397e-09      -6.019592079687e-09       2.672839832683e-15       5.285997629564e-15       6.210467446514e-15       6.819548499730e-15       1.445292276579e-14       1.971487144105e-14       2.327913282080e-14       3.167557420058e-14       4.159096334113e-14       6.317104563853e-14       9.510890401682e-10       2.523883635140e-09       3.272169171382e-09       3.765166431937e-09      -2.543795814544e-10      -6.740242176027e-10      -8.598488572372e-10      -9.759882146176e-10      -2.992509556382e-10      -9.501311233776e-10      -1.526657552143e-09      -2.001026968877e-09      -3.286620870892e-10      -1.121916017969e-09      -2.004535108249e-09      -3.043500767677e-09 
  220       7.523234970004e-10       1.158071795159e-12       2.528258863132e-13       4.647989669063e-04      -1.243406350645e-04      -1.588350047530e-04      -1.827907976374e-04       3.639822314851e-05       3.993805076374e-05       4.707603998837e-05       7.633821143772e-05       9.563402416902e-05       1.480179293144e-04       4.883636652204e-09      -1.230847356805e-09      -3.087565499438e-09      -5.980971506510e-09       2.624738298942e-15       5.197139245292e-15       6.107361870184e-15       6.707056026100e-15       1.422466435672e-14       1.940595891183e-14       2.291551826662e-14       3.118324486101e-14       4.094886603783e-14       6.220264685831e-14       9.487640171405e-10       2.519588210407e-09       3.266990730226e-09       3.759406566631e-09      -2.523639723269e-10      -6.691990885634e-10      -8.532918911721e-10      -9.681743317434e-10      -2.969454007059e-10      -9.437077601151e-10      -1.516521244341e-09      -1.987897538612e-09      -3.261652582255e-10      -1.114387959378e-09      -1.991456464351e-09      -3.023986204608e-09 
  221       7.523159566413e-10       1.142367685220e-12       2.497632707423e-13       4.705853161907e-04      -1.252276401094e-04      -1.600221447902e-04      -1.841664491312e-04       3.649806394983e-05       3.996431852059e-05       4.712325287727e-05       7.652733007812e-05       9.588775033199e-05       1.483884561360e-04       4.876522583900e-09      -1.220275104959e-09      -3.067393686207e-09      -5.942792850842e-09       2.577621940029e-15       5.110044897476e-15       6.006292884609e-15       6.596779728575e-15       1.400086178378e-14       1.910309324078e-14       2.255902374204e-14       3.070044122952e-14       4.031911002346e-14       6.125303443487e-14       9.464299997194e-10       2.515277300187e-09       3.261792646118e-09       3.753624335559e-09      -2.503677673513e-10      -6.644198813481e-10      -8.468002314458e-10      -9.604420052883e-10      -2.946619675734e-10      -9.373501799398e-10      -1.506483595520e-09      -1.974888940442e-09      -3.236923632625e-10      -1.106937619235e-09      -1.978504466264e-09      -3.004675712938e-09 
  222       7.522259141448e-10       1.126925497648e-12       2.467247809733e-13       4.764076037633e-04      -1.261149000550e-04      -1.612100858109e-04      -1.855431584897e-04       3.659729619809e-05       3.998999417691e-05       4.716960133122e-05       7.671493613645e-05       9.614008771874e-05       1.487582489008e-04       4.869369445127e-09      -1.209816124909e-09      -3.047386601256e-09      -5.905039217630e-09       2.531436173826e-15       5.024617297997e-15       5.907148407225e-15       6.488597776386e-15       1.378126482256e-14       1.880593699529e-14       2.220925383061e-14       3.022664292878e-14       3.970101393154e-14       6.032115129257e-14       9.440867813650e-10       2.510948070506e-09       3.256569646728e-09       3.747812861755e-09      -2.483900619068e-10      -6.596839446362e-10      -8.403702459562e-10      -9.527870351613e-10      -2.923996228257e-10      -9.310551654637e-10      -1.496539919334e-09      -1.961995266407e-09      -3.212422832951e-10      -1.099561291208e-09      -1.965672768643e-09      -2.985558834941e-09 
  223       7.520533254556e-10       1.111730080365e-12       2.437077995432e-13       4.822653835392e-04      -1.270022894627e-04      -1.623986364847e-04      -1.869206756104e-04       3.669583658870e-05       4.001509389125e-05       4.721506895685e-05       7.690101668517e-05       9.639097157923e-05       1.491273459954e-04       4.862166012739e-09      -1.199464508080e-09      -3.027535548430e-09      -5.867692129643e-09       2.486123164893e-15       4.940753299806e-15       5.809809589768e-15       6.382380975589e-15       1.356560819814e-14       1.851413239769e-14       2.186578922637e-14       2.976129785266e-14       3.909385496398e-14       5.940587665820e-14       9.417340857327e-10       2.506597430296e-09       3.251316071975e-09       3.741964794476e-09      -2.464298736944e-10      -6.549884207357e-10      -8.339980218262e-10      -9.452048910292e-10      -2.901572438779e-10      -9.248192297237e-10      -1.486685120507e-09      -1.949210088626e-09      -3.188138026434e-10      -1.092254954464e-09      -1.952954486473e-09      -2.966624258226e-09 
  224       7.517981868819e-10       1.096768299644e-12       2.407102040811e-13       4.881582738264e-04      -1.278896981287e-04      -1.635876315325e-04      -1.882987850945e-04       3.679361366513e-05       4.003963128420e-05       4.725963952595e-05       7.708556946221e-05       9.664034887957e-05       1.494957800002e-04       4.854903114722e-09      -1.189215124457e-09      -3.007833435130e-09      -5.830735638526e-09       2.441632554770e-15       4.858363148821e-15       5.714173024233e-15       6.278016921461e-15       1.335366125627e-14       1.822736824358e-14       2.152826516038e-14       2.930392598606e-14       3.849700502618e-14       5.850623607125e-14       9.393717416163e-10       2.502222932870e-09       3.246027351026e-09       3.736074164855e-09      -2.444863728076e-10      -6.503308991969e-10      -8.276802316778e-10      -9.376916882812e-10      -2.879338825114e-10      -9.186394177093e-10      -1.476914925301e-09      -1.936528061481e-09      -3.164058945899e-10      -1.085015201886e-09      -1.940343826073e-09      -2.947862360003e-09 
  225       7.514605952645e-10       1.082038082187e-12       2.377323495080e-13       4.940861996239e-04      -1.287770873687e-04      -1.647770268867e-04      -1.896774336024e-04       3.689061486741e-05       4.006361192929e-05       4.730330326239e-05       7.726864023882e-05       9.688822606751e-05       1.498635666142e-04       4.847582009537e-09      -1.179067385073e-09      -2.988282029084e-09      -5.794168999113e-09       2.397954507320e-15       4.777429773752e-15       5.620219130647e-15       6.175484380862e-15       1.314538093349e-14       1.794558598932e-14       2.119661293133e-14       2.885443914442e-14       3.791034998450e-14       5.762204814613e-14       9.370002227564e-10       2.497825552824e-09       3.240704550547e-09       3.730142099538e-09      -2.425595906766e-10      -6.457114303685e-10      -8.214168025091e-10      -9.302471952634e-10      -2.857295769541e-10      -9.125157761694e-10      -1.467229672956e-09      -1.923949858143e-09      -3.140186018743e-10      -1.077842100328e-09      -1.927841110668e-09      -2.929273046777e-09 
  226       7.510406920719e-10       1.067539930780e-12       2.347752094566e-13       5.000491656501e-04      -1.296644372877e-04      -1.659668105490e-04      -1.910566105475e-04       3.698684242275e-05       4.008703847141e-05       4.734605089717e-05       7.745028779843e-05       9.713462426469e-05       1.502307149136e-04       4.840206527274e-09      -1.169021709380e-09      -2.968885146960e-09      -5.757994765715e-09       2.355088706041e-15       4.697953160174e-15       5.527947995104e-15       6.074783505916e-15       1.294076824148e-14       1.766878639998e-14       2.087083329919e-14       2.841284098670e-14       3.733389631399e-14       5.675331778105e-14       9.346201404228e-10       2.493407080117e-09       3.235350107944e-09       3.724171461240e-09      -2.406497545595e-10      -6.411306356841e-10      -8.152084107917e-10      -9.228720104175e-10      -2.835445895460e-10      -9.064490351728e-10      -1.457630756660e-09      -1.911477536962e-09      -3.116522101311e-10      -1.070736505578e-09      -1.915448063005e-09      -2.910858395239e-09 
  227       7.505386444748e-10       1.053274023450e-12       2.318397412711e-13       5.060471788689e-04      -1.305517287794e-04      -1.671569721617e-04      -1.924363073714e-04       3.708229827700e-05       4.010991235963e-05       4.738787162025e-05       7.763057197689e-05       9.737956395039e-05       1.505972308143e-04       4.832780383890e-09      -1.159078316665e-09      -2.949646324748e-09      -5.722214718379e-09       2.313033755535e-15       4.619931333996e-15       5.437357434963e-15       5.975911976370e-15       1.273981920471e-14       1.739696344914e-14       2.055091901608e-14       2.797912445823e-14       3.676763662404e-14       5.590002871889e-14       9.322320696179e-10       2.488969228979e-09       3.229966372854e-09       3.718165016918e-09      -2.387570599001e-10      -6.365890614374e-10      -8.090556258098e-10      -9.155665967484e-10      -2.813791459759e-10      -9.004398150894e-10      -1.448119406200e-09      -1.899112956676e-09      -3.093069651552e-10      -1.063699143908e-09      -1.903166191844e-09      -2.892620135127e-09 
  228       7.499546455965e-10       1.039240208238e-12       2.289268855610e-13       5.120802485463e-04      -1.314389435365e-04      -1.683475030293e-04      -1.938165175698e-04       3.717698408656e-05       4.013223382408e-05       4.742875305328e-05       7.780955366250e-05       9.762306493993e-05       1.509631170093e-04       4.825307178253e-09      -1.149237222737e-09      -2.930568812426e-09      -5.686829849799e-09       2.271787164675e-15       4.543360330721e-15       5.348442963235e-15       5.878864960764e-15       1.254252478190e-14       1.713010421209e-14       2.023685470033e-14       2.755327162174e-14       3.621154943925e-14       5.506214321369e-14       9.298365482978e-10       2.484513636156e-09       3.224555605005e-09       3.712125435380e-09      -2.368816697675e-10      -6.320871774348e-10      -8.029589077845e-10      -9.083312795103e-10      -2.792334346347e-10      -8.944886246601e-10      -1.438696685027e-09      -1.886857772741e-09      -3.069830721977e-10      -1.056730609804e-09      -1.890996788127e-09      -2.874559643157e-09 
  229       7.492889147639e-10       1.025437997984e-12       2.260375657554e-13       5.181483863073e-04      -1.323260640612e-04      -1.695383961400e-04      -1.951972367197e-04       3.727090121046e-05       4.015400185290e-05       4.746868122230e-05       7.798729479602e-05       9.786514636289e-05       1.513283729057e-04       4.817790389183e-09      -1.139498236603e-09      -2.911655568608e-09      -5.651840352230e-09       2.231345329770e-15       4.468234164715e-15       5.261197752970e-15       5.783635077606e-15       1.234887078748e-14       1.686818875897e-14       1.992861671051e-14       2.713525348834e-14       3.566559898034e-14       5.423960169723e-14       9.274340765930e-10       2.480041859144e-09       3.219119972080e-09       3.706055284901e-09      -2.350237142948e-10      -6.276253756482e-10      -7.969186059986e-10      -9.011662438922e-10      -2.771076059681e-10      -8.885958590674e-10      -1.429363487313e-09      -1.874713433670e-09      -3.046806952628e-10      -1.049831363684e-09      -1.878940921143e-09      -2.856677936962e-09 
  230       7.485416977581e-10       1.011866565107e-12       2.231726876569e-13       5.242516061925e-04      -1.332130736751e-04      -1.707296461872e-04      -1.965784625053e-04       3.736405070227e-05       4.017521416916e-05       4.750764053045e-05       7.816385837060e-05       9.810582664149e-05       1.516929945629e-04       4.810233372487e-09      -1.129860957152e-09      -2.892909255210e-09      -5.617245604398e-09       2.191703517730e-15       4.394544798471e-15       5.175612601648e-15       5.690212356551e-15       1.215883781310e-14       1.661119004792e-14       1.962617301949e-14       2.672502984852e-14       3.512973494505e-14       5.343232244558e-14       9.250251160288e-10       2.475555374435e-09       3.213661547577e-09       3.699957030830e-09      -2.331832901185e-10      -6.232039688681e-10      -7.909349569215e-10      -8.940715327045e-10      -2.750017718297e-10      -8.827617980058e-10      -1.420120535018e-09      -1.862681177366e-09      -3.023999564036e-10      -1.043001729627e-09      -1.866999434699e-09      -2.838975669021e-09 
  231       7.477132670649e-10       9.985247363811e-13       2.203331389963e-13       5.303899247142e-04      -1.340999565296e-04      -1.719212495912e-04      -1.979601947448e-04       3.745643330218e-05       4.019586720777e-05       4.754561373071e-05       7.833930843188e-05       9.834512346885e-05       1.520569746293e-04       4.802639358001e-09      -1.120324769837e-09      -2.874332232103e-09      -5.583044158417e-09       2.152855849228e-15       4.322282111876e-15       5.091675895564e-15       5.598584199572e-15       1.197240114906e-14       1.635907381829e-14       1.932948308851e-14       2.632254910315e-14       3.460389228899e-14       5.264020124567e-14       9.226100887468e-10       2.471055575753e-09       3.208182308671e-09       3.693833033203e-09      -2.313604598170e-10      -6.188231893568e-10      -7.850080823334e-10      -8.870470440647e-10      -2.729160048343e-10      -8.769866037518e-10      -1.410968374951e-09      -1.850762027455e-09      -3.001409350191e-10      -1.036241893089e-09      -1.855172943286e-09      -2.821453120594e-09 
  232       7.468039221260e-10       9.854109877212e-13       2.175197889858e-13       5.365633609138e-04      -1.349866976164e-04      -1.731132045206e-04      -1.993424354173e-04       3.754804942897e-05       4.021595609243e-05       4.758258189858e-05       7.851371007792e-05       9.858305378732e-05       1.524203022802e-04       4.795011446628e-09      -1.110888843353e-09      -2.855926551772e-09      -5.549233726697e-09       2.114795281872e-15       4.251433871474e-15       5.009373574221e-15       5.508735342138e-15       1.178953070581e-14       1.611179848379e-14       1.903849774126e-14       2.592774809450e-14       3.408799100660e-14       5.186311106179e-14       9.201893767251e-10       2.466543772294e-09       3.202684134077e-09       3.687685544357e-09      -2.295552513501e-10      -6.144831875006e-10      -7.791379874505e-10      -8.800925290839e-10      -2.708503377107e-10      -8.712703192348e-10      -1.401907375828e-09      -1.838956789624e-09      -2.979036671501e-10      -1.029551898635e-09      -1.843461828247e-09      -2.804110195654e-09 
  233       7.458139895896e-10       9.725234389582e-13       2.147334878739e-13       5.427719364177e-04      -1.358732827774e-04      -1.743055109136e-04      -2.007251886887e-04       3.763889917200e-05       4.023547461251e-05       4.761852440481e-05       7.868712945921e-05       9.881963376675e-05       1.527829631550e-04       4.787352607380e-09      -1.101552126323e-09      -2.837693953975e-09      -5.515811168859e-09       2.077513593363e-15       4.181985699732e-15       4.928689094714e-15       5.420647814387e-15       1.161019093541e-14       1.586931502564e-14       1.875315903787e-14       2.554055193720e-14       3.358193591200e-14       5.110090170220e-14       9.177633209994e-10       2.462021186969e-09       3.197168801906e-09       3.681516706537e-09      -2.277676574980e-10      -6.101840304635e-10      -7.733245590494e-10      -8.732075895525e-10      -2.688047626550e-10      -8.656128661069e-10      -1.392937725341e-09      -1.827266047952e-09      -2.956881447760e-10      -1.022931647657e-09      -1.831866233944e-09      -2.786946414824e-09 
  234       7.447438235607e-10       9.598598486216e-13       2.119750664989e-13       5.490156754944e-04      -1.367596987154e-04      -1.754981704997e-04      -2.021084609385e-04       3.772898228321e-05       4.025441520004e-05       4.765341888813e-05       7.885963377870e-05       9.905487878288e-05       1.531449392944e-04       4.779665674416e-09      -1.092313343973e-09      -2.819635860398e-09      -5.482772478649e-09       2.041001364665e-15       4.113921044309e-15       4.849603396121e-15       5.334300902302e-15       1.143434075302e-14       1.563156688575e-14       1.847340014902e-14       2.516087384925e-14       3.308561641988e-14       5.035339948567e-14       9.153322208838e-10       2.457488954641e-09       3.191637987536e-09       3.675328549514e-09      -2.259976353003e-10      -6.059257008399e-10      -7.675675635915e-10      -8.663916756262e-10      -2.667792306835e-10      -8.600140428137e-10      -1.384059427215e-09      -1.815690161250e-09      -2.934943151107e-10      -1.016380896099e-09      -1.820386063929e-09      -2.769960909308e-09 
  235       7.435938058527e-10       9.474176087186e-13       2.092453358435e-13       5.552946051108e-04      -1.376459330039e-04      -1.766911868215e-04      -2.034922607866e-04       3.781829816913e-05       4.027276890656e-05       4.768724122792e-05       7.903129129179e-05       9.928880339555e-05       1.535062090786e-04       4.771953344079e-09      -1.083170994819e-09      -2.801753369313e-09      -5.450112770848e-09       2.005247963165e-15       4.047221147316e-15       4.772094863892e-15       5.249671108885e-15       1.126193345837e-14       1.539848985990e-14       1.819914522997e-14       2.478861498304e-14       3.259890632643e-14       4.962040690798e-14       9.128963331915e-10       2.452948120365e-09       3.186093261463e-09       3.669122988188e-09      -2.242451054946e-10      -6.017080953071e-10      -7.618666453483e-10      -8.596440835123e-10      -2.647736509856e-10      -8.544735226645e-10      -1.375272298271e-09      -1.804229259388e-09      -2.913220798993e-10      -1.009899252178e-09      -1.809020977108e-09      -2.753152414823e-09 
  236       7.423643462372e-10       9.351937395146e-13       2.065450865887e-13       5.616087549891e-04      -1.385319740979e-04      -1.778845652556e-04      -2.048765991196e-04       3.790684588288e-05       4.029052538009e-05       4.771996551699e-05       7.920217130630e-05       9.952142132707e-05       1.538667471636e-04       4.764218171939e-09      -1.074123347347e-09      -2.784047250239e-09      -5.417826268188e-09       1.970241525846e-15       3.981865014585e-15       4.696139294233e-15       5.166732115333e-15       1.109291665720e-14       1.517001199090e-14       1.793030929465e-14       2.442366425633e-14       3.212166359019e-14       4.890170230856e-14       9.104558714554e-10       2.448399637630e-09       3.180536087171e-09       3.662901820206e-09      -2.225099519565e-10      -5.975310232789e-10      -7.562213245256e-10      -8.529639531559e-10      -2.627878902773e-10      -8.489908519025e-10      -1.366575965491e-09      -1.792883239638e-09      -2.891712947144e-10      -1.003486174113e-09      -1.797770383910e-09      -2.736519265537e-09 
  237       7.410558826953e-10       9.231848843131e-13       2.038750886676e-13       5.679581576631e-04      -1.394178113436e-04      -1.790783130346e-04      -2.062614891172e-04       3.799462411617e-05       4.030767284206e-05       4.775156403423e-05       7.937234418251e-05       9.975274544051e-05       1.542265244197e-04       4.756462569831e-09      -1.065168436690e-09      -2.766517938596e-09      -5.385906288259e-09       1.935968942443e-15       3.917829384933e-15       4.621709858501e-15       5.085454742215e-15       1.092723218280e-14       1.494605346173e-14       1.766679808966e-14       2.406589818323e-14       3.165373011298e-14       4.819703953695e-14       9.080110051495e-10       2.443844366599e-09       3.174967818987e-09       3.656666723574e-09      -2.207920211376e-10      -5.933942055582e-10      -7.506309953881e-10      -8.463502659255e-10      -2.608217721538e-10      -8.435654477754e-10      -1.357969863075e-09      -1.781651763002e-09      -2.870417682525e-10      -9.971409678425e-10      -1.786633442458e-09      -2.720059387999e-09 
  238       7.396688816685e-10       9.113873042357e-13       2.012360908201e-13       5.743428485351e-04      -1.403034349893e-04      -1.802724392685e-04      -2.076469462790e-04       3.808163119128e-05       4.032419806419e-05       4.778200721736e-05       7.954188133315e-05       9.998278771801e-05       1.545855078683e-04       4.748688802894e-09      -1.056304061318e-09      -2.749165530364e-09      -5.354345230428e-09       1.902415838616e-15       3.855088699429e-15       4.548777067587e-15       5.005806910640e-15       1.076481601742e-14       1.472652648875e-14       1.740850796839e-14       2.371518070523e-14       3.119493152076e-14       4.750614761943e-14       9.055618589090e-10       2.439283072345e-09       3.169389699948e-09       3.650419254261e-09      -2.190911215054e-10      -5.892972729899e-10      -7.450949243844e-10      -8.398018422994e-10      -2.588750764429e-10      -8.381965966055e-10      -1.349453229509e-09      -1.770534250552e-09      -2.849332616302e-10      -9.908627847525e-10      -1.775609054731e-09      -2.703770295074e-09 
  239       7.382038383087e-10       8.997968730023e-13       1.986288201466e-13       5.807628659322e-04      -1.411888361950e-04      -1.814669549661e-04      -2.090329884509e-04       3.816786505309e-05       4.034008634546e-05       4.781126363563e-05       7.971085522338e-05       1.002115592391e-04       1.549436606192e-04       4.740898986611e-09      -1.047527779707e-09      -2.731989776741e-09      -5.323134562749e-09       1.869566559110e-15       3.793615070656e-15       4.477308736307e-15       4.927753603443e-15       1.060559821376e-14       1.451133521485e-14       1.715532576502e-14       2.337136302220e-14       3.074507694456e-14       4.682873042552e-14       9.031085117516e-10       2.434716423096e-09       3.163802859659e-09       3.644160843821e-09      -2.174070229818e-10      -5.852397651137e-10      -7.396122482717e-10      -8.333173395517e-10      -2.569475385578e-10      -8.328834518605e-10      -1.341025104622e-09      -1.759529879759e-09      -2.828454876809e-10      -9.846506193968e-10      -1.764695862737e-09      -2.687649079874e-09 
